zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00299,BOT-BR-0109,matched_source_id,BOT-BR-0109:Jabuticaba,Jabuticaba,Jabuticaba,Tree,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,humid orchard;well-drained,Cultivated orchard,Brazil_Working_Master,300
BRWM-00300,BOT-BR-0110,matched_source_id,BOT-BR-0110:Jambu,Jambu,Jambu,Herb,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,warm humid cultivation,Managed medicinal crop,Brazil_Working_Master,301
BRWM-00301,BOT-BR-0110,matched_source_id,BOT-BR-0110:Jambu,Jambu,Jambu,Herb,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,warm humid cultivation,Managed medicinal crop,Brazil_Working_Master,302
BRWM-00302,BOT-BR-0111,matched_source_id,BOT-BR-0111:Jatobá,Jatobá,Jatobá,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Agroforestry / extractive systems,orchard;agroforestry;well-drained,Agroforestry / extractive,Brazil_Working_Master,303
BRWM-00303,BOT-BR-0111,matched_source_id,BOT-BR-0111:Jatobá,Jatobá,Jatobá,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Agroforestry / extractive systems,orchard;agroforestry;well-drained,Agroforestry / extractive,Brazil_Working_Master,304
BRWM-00304,BOT-BR-0111,matched_source_id,BOT-BR-0111:Jatobá,Jatobá,Jatobá,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Agroforestry / extractive systems,orchard;agroforestry;well-drained,Agroforestry / extractive,Brazil_Working_Master,305
BRWM-00305,BOT-BR-0111,matched_source_id,BOT-BR-0111:Jatobá,Jatobá,Jatobá,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Agroforestry / extractive systems,orchard;agroforestry;well-drained,Agroforestry / extractive,Brazil_Working_Master,306
BRWM-00306,BOT-BR-0112,matched_source_id,BOT-BR-0112:Jenipapo,Jenipapo,Jenipapo,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,riparian;humid lowlands,Cultivated orchard,Brazil_Working_Master,307
BRWM-00307,BOT-BR-0112,matched_source_id,BOT-BR-0112:Jenipapo,Jenipapo,Jenipapo,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,riparian;humid lowlands,Cultivated orchard,Brazil_Working_Master,308
BRWM-00308,BOT-BR-0112,matched_source_id,BOT-BR-0112:Jenipapo,Jenipapo,Jenipapo,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,riparian;humid lowlands,Cultivated orchard,Brazil_Working_Master,309
BRWM-00309,BOT-BR-0113,matched_source_id,BOT-BR-0113:Juçara,Juçara,Juçara,Palm,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid forest;shade tolerant when young,Cultivated orchard,Brazil_Working_Master,310
BRWM-00310,BOT-BR-0113,matched_source_id,BOT-BR-0113:Juçara,Juçara,Juçara,Palm,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,humid forest;shade tolerant when young,Cultivated orchard,Brazil_Working_Master,311
BRWM-00311,BOT-BR-0114,matched_source_id,BOT-BR-0114:Licuri,Licuri,Licuri,Palm,,,Brazil,Tropical semiarid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,dry rocky sites;full sun,Cultivated orchard,Brazil_Working_Master,312
BRWM-00312,BOT-BR-0115,matched_source_id,BOT-BR-0115:Mangaba,Mangaba,Mangaba,Tree,,,Brazil,Tropical seasonal;Tropical semiarid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,sandy;well-drained;full sun,Cultivated orchard,Brazil_Working_Master,313
BRWM-00313,BOT-BR-0115,matched_source_id,BOT-BR-0115:Mangaba,Mangaba,Mangaba,Tree,,,Brazil,Tropical seasonal;Tropical semiarid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,sandy;well-drained;full sun,Cultivated orchard,Brazil_Working_Master,314
BRWM-00314,BOT-BR-0115,matched_source_id,BOT-BR-0115:Mangaba,Mangaba,Mangaba,Tree,,,Brazil,Tropical seasonal;Tropical semiarid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,sandy;well-drained;full sun,Cultivated orchard,Brazil_Working_Master,315
BRWM-00315,BOT-BR-0116,matched_source_id,BOT-BR-0116:Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,316
BRWM-00316,BOT-BR-0116,matched_source_id,BOT-BR-0116:Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,317
BRWM-00317,BOT-BR-0116,matched_source_id,BOT-BR-0116:Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,318
BRWM-00318,BOT-BR-0116,matched_source_id,BOT-BR-0116:Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Maracujá — BRS Gigante Amarelo,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,319
BRWM-00319,BOT-BR-0117,matched_source_id,BOT-BR-0117:Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,320
BRWM-00320,BOT-BR-0117,matched_source_id,BOT-BR-0117:Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,321
BRWM-00321,BOT-BR-0117,matched_source_id,BOT-BR-0117:Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,322
BRWM-00322,BOT-BR-0117,matched_source_id,BOT-BR-0117:Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Maracujá — BRS Mel do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,323
BRWM-00323,BOT-BR-0118,matched_source_id,BOT-BR-0118:Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,324
BRWM-00324,BOT-BR-0118,matched_source_id,BOT-BR-0118:Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,325
BRWM-00325,BOT-BR-0118,matched_source_id,BOT-BR-0118:Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,326
BRWM-00326,BOT-BR-0118,matched_source_id,BOT-BR-0118:Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Maracujá — BRS Rubi do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,327
BRWM-00327,BOT-BR-0119,matched_source_id,BOT-BR-0119:Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,328
BRWM-00328,BOT-BR-0119,matched_source_id,BOT-BR-0119:Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,329
BRWM-00329,BOT-BR-0119,matched_source_id,BOT-BR-0119:Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,330
BRWM-00330,BOT-BR-0119,matched_source_id,BOT-BR-0119:Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Maracujá — BRS Sol do Cerrado,Vine,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,trellised;full sun;managed irrigation where needed,Cultivated orchard,Brazil_Working_Master,331
BRWM-00331,BOT-BR-0120,matched_source_id,BOT-BR-0120:Maracujá-azedo,Maracujá-azedo,Maracujá-azedo,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / major commercial species,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun;irrigated or rainfed managed systems,Cultivated orchard,Brazil_Working_Master,332
BRWM-00332,BOT-BR-0120,matched_source_id,BOT-BR-0120:Maracujá-azedo,Maracujá-azedo,Maracujá-azedo,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / major commercial species,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun;irrigated or rainfed managed systems,Cultivated orchard,Brazil_Working_Master,333
BRWM-00333,BOT-BR-0120,matched_source_id,BOT-BR-0120:Maracujá-azedo,Maracujá-azedo,Maracujá-azedo,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / major commercial species,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun;irrigated or rainfed managed systems,Cultivated orchard,Brazil_Working_Master,334
BRWM-00334,BOT-BR-0120,matched_source_id,BOT-BR-0120:Maracujá-azedo,Maracujá-azedo,Maracujá-azedo,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / major commercial species,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,trellised;full sun;irrigated or rainfed managed systems,Cultivated orchard,Brazil_Working_Master,335
BRWM-00335,BOT-BR-0121,matched_source_id,BOT-BR-0121:Maracujá-doce,Maracujá-doce,Maracujá-doce,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / cultivated,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,trellised;full sun,Cultivated orchard,Brazil_Working_Master,336
BRWM-00336,BOT-BR-0121,matched_source_id,BOT-BR-0121:Maracujá-doce,Maracujá-doce,Maracujá-doce,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / cultivated,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,trellised;full sun,Cultivated orchard,Brazil_Working_Master,337
BRWM-00337,BOT-BR-0121,matched_source_id,BOT-BR-0121:Maracujá-doce,Maracujá-doce,Maracujá-doce,Vine,,,Brazil,Managed tropical / subtropical,,Native to Brazil / cultivated,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,trellised;full sun,Cultivated orchard,Brazil_Working_Master,338
BRWM-00338,BOT-BR-0122,matched_source_id,BOT-BR-0122:Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Herb,,,Brazil,Tropical to subtropical,,Widely naturalized / cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Managed medicinal crops,disturbed soils;full sun,Managed medicinal crop,Brazil_Working_Master,339
BRWM-00339,BOT-BR-0122,matched_source_id,BOT-BR-0122:Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Herb,,,Brazil,Tropical to subtropical,,Widely naturalized / cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Managed medicinal crops,disturbed soils;full sun,Managed medicinal crop,Brazil_Working_Master,340
BRWM-00340,BOT-BR-0122,matched_source_id,BOT-BR-0122:Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Herb,,,Brazil,Tropical to subtropical,,Widely naturalized / cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Managed medicinal crops,disturbed soils;full sun,Managed medicinal crop,Brazil_Working_Master,341
BRWM-00341,BOT-BR-0122,matched_source_id,BOT-BR-0122:Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Mastruz / Erva-de-santa-maria,Herb,,,Brazil,Tropical to subtropical,,Widely naturalized / cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Managed medicinal crops,disturbed soils;full sun,Managed medicinal crop,Brazil_Working_Master,342
BRWM-00342,BOT-BR-0123,matched_source_id,BOT-BR-0123:Muira puama,Muira puama,Muira puama,Tree,,,Brazil,Equatorial humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid forest,Managed medicinal crop,Brazil_Working_Master,343
BRWM-00343,BOT-BR-0124,matched_source_id,BOT-BR-0124:Mulungu,Mulungu,Mulungu,Tree,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,well-drained;full sun,Managed medicinal crop,Brazil_Working_Master,344
BRWM-00344,BOT-BR-0124,matched_source_id,BOT-BR-0124:Mulungu,Mulungu,Mulungu,Tree,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,well-drained;full sun,Managed medicinal crop,Brazil_Working_Master,345
BRWM-00345,BOT-BR-0124,matched_source_id,BOT-BR-0124:Mulungu,Mulungu,Mulungu,Tree,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained;full sun,Managed medicinal crop,Brazil_Working_Master,346
BRWM-00346,BOT-BR-0125,matched_source_id,BOT-BR-0125:Murici,Murici,Murici,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,full sun;well-drained,Cultivated orchard,Brazil_Working_Master,347
BRWM-00347,BOT-BR-0125,matched_source_id,BOT-BR-0125:Murici,Murici,Murici,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,full sun;well-drained,Cultivated orchard,Brazil_Working_Master,348
BRWM-00348,BOT-BR-0125,matched_source_id,BOT-BR-0125:Murici,Murici,Murici,Tree,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,full sun;well-drained,Cultivated orchard,Brazil_Working_Master,349
BRWM-00349,BOT-BR-0126,matched_source_id,BOT-BR-0126:Ora-pro-nóbis,Ora-pro-nóbis,Ora-pro-nóbis,Climbing cactus,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,hedges;well-drained,Managed medicinal crop,Brazil_Working_Master,350
BRWM-00350,BOT-BR-0126,matched_source_id,BOT-BR-0126:Ora-pro-nóbis,Ora-pro-nóbis,Ora-pro-nóbis,Climbing cactus,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,hedges;well-drained,Managed medicinal crop,Brazil_Working_Master,351
BRWM-00351,BOT-BR-0127,matched_source_id,BOT-BR-0127:Pariparoba,Pariparoba,Pariparoba,Herb,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid shade;rich soils,Managed medicinal crop,Brazil_Working_Master,352
