symbiosis_profile_id,botanical_entry_id,symbiosis_type,symbiotic_partner_type,symbiotic_partner_botanical_id,mycorrhizal_association_type,nitrogen_fixing_flag,host_dependency_flag,nurse_plant_flag,rhizosphere_benefit_notes,symbiosis_strength,symbiosis_confidence,symbiotic_role_tags,notes,source_table,source_row
SYM-BOT-BR-0671,BOT-BR-0671,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,109624
SYM-BOT-BR-0672,BOT-BR-0672,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15660
SYM-BOT-BR-0673,BOT-BR-0673,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,128971
SYM-BOT-BR-0674,BOT-BR-0674,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17752
SYM-BOT-BR-0675,BOT-BR-0675,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,12920
SYM-BOT-BR-0676,BOT-BR-0676,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17677
SYM-BOT-BR-0677,BOT-BR-0677,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17106
SYM-BOT-BR-0678,BOT-BR-0678,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101004
SYM-BOT-BR-0679,BOT-BR-0679,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,105184
SYM-BOT-BR-0680,BOT-BR-0680,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,20947
SYM-BOT-BR-0681,BOT-BR-0681,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,82152
SYM-BOT-BR-0682,BOT-BR-0682,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,32765
SYM-BOT-BR-0683,BOT-BR-0683,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,111306
SYM-BOT-BR-0684,BOT-BR-0684,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,109625
SYM-BOT-BR-0685,BOT-BR-0685,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,109626
SYM-BOT-BR-0686,BOT-BR-0686,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1344
SYM-BOT-BR-0687,BOT-BR-0687,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1352
SYM-BOT-BR-0688,BOT-BR-0688,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1357
SYM-BOT-BR-0689,BOT-BR-0689,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14545
SYM-BOT-BR-0690,BOT-BR-0690,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,32808
SYM-BOT-BR-0691,BOT-BR-0691,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14553
SYM-BOT-BR-0692,BOT-BR-0692,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14555
SYM-BOT-BR-0693,BOT-BR-0693,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14558
SYM-BOT-BR-0694,BOT-BR-0694,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14561
SYM-BOT-BR-0695,BOT-BR-0695,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14562
SYM-BOT-BR-0696,BOT-BR-0696,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,21131
SYM-BOT-BR-0697,BOT-BR-0697,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14569
SYM-BOT-BR-0698,BOT-BR-0698,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14835
SYM-BOT-BR-0699,BOT-BR-0699,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14866
SYM-BOT-BR-0700,BOT-BR-0700,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14882
SYM-BOT-BR-0701,BOT-BR-0701,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,109630
SYM-BOT-BR-0702,BOT-BR-0702,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14890
SYM-BOT-BR-0703,BOT-BR-0703,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,291097
SYM-BOT-BR-0704,BOT-BR-0704,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6729
SYM-BOT-BR-0705,BOT-BR-0705,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,78798
SYM-BOT-BR-0706,BOT-BR-0706,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,29894
SYM-BOT-BR-0707,BOT-BR-0707,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15733
SYM-BOT-BR-0708,BOT-BR-0708,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,34080
SYM-BOT-BR-0709,BOT-BR-0709,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,26581
SYM-BOT-BR-0710,BOT-BR-0710,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,26582
SYM-BOT-BR-0711,BOT-BR-0711,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15738
SYM-BOT-BR-0712,BOT-BR-0712,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,34081
SYM-BOT-BR-0713,BOT-BR-0713,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,44824
SYM-BOT-BR-0714,BOT-BR-0714,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15742
SYM-BOT-BR-0715,BOT-BR-0715,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,34082
SYM-BOT-BR-0716,BOT-BR-0716,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,34083
SYM-BOT-BR-0717,BOT-BR-0717,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,34084
SYM-BOT-BR-0718,BOT-BR-0718,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15746
SYM-BOT-BR-0719,BOT-BR-0719,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14901
SYM-BOT-BR-0720,BOT-BR-0720,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,111277
SYM-BOT-BR-0721,BOT-BR-0721,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14902
SYM-BOT-BR-0722,BOT-BR-0722,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14903
SYM-BOT-BR-0723,BOT-BR-0723,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14905
SYM-BOT-BR-0724,BOT-BR-0724,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14910
SYM-BOT-BR-0725,BOT-BR-0725,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,32918
SYM-BOT-BR-0726,BOT-BR-0726,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,115607
SYM-BOT-BR-0727,BOT-BR-0727,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,111436
SYM-BOT-BR-0728,BOT-BR-0728,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,14921
SYM-BOT-BR-0729,BOT-BR-0729,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1751
SYM-BOT-BR-0730,BOT-BR-0730,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1753
SYM-BOT-BR-0731,BOT-BR-0731,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1754
