botanical_entry_id,common_name_pt,common_name_en,scientific_name,variety_cultivar,alternative_names,plant_type,heritage_flag,medicinal_flag,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_spread_m_min,mature_spread_m_max,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,source_table,source_row
BOT-BR-0119,Maracujá — BRS Sol do Cerrado,passion fruit,Passiflora edulis,BRS Sol do Cerrado,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20edulis,https://powo.science.kew.org/results?q=Passiflora%20edulis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-azedo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,120
BOT-BR-0120,Maracujá-azedo,passion fruit,Passiflora edulis,,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20edulis,https://powo.science.kew.org/results?q=Passiflora%20edulis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-azedo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,121
BOT-BR-0121,Maracujá-doce,sweet passion fruit,Passiflora alata,,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20alata,https://powo.science.kew.org/results?q=Passiflora%20alata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-doce,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,122
BOT-BR-0122,Mastruz / Erva-de-santa-maria,,Dysphania ambrosioides,,,Herb,,,biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,,,,,unresolved,Brazil_Workbooks_FNP,0.455,5,medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,123
BOT-BR-0123,Muira puama,,Ptychopetalum olacoides,,,Tree,,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,124
BOT-BR-0124,Mulungu,,Erythrina mulungu,,,Tree,,,biome_tags=Atlantic_Forest|Caatinga|Cerrado; biome_basis=atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,125
BOT-BR-0125,Murici,nance,Byrsonima crassifolia,,,Tree,TRUE,FALSE,biome_tags=Amazon|Cerrado|Coastal_Restinga; biome_basis=amazon|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,medium,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Byrsonima%20crassifolia,https://powo.science.kew.org/results?q=Byrsonima%20crassifolia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/murici,4,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,126
BOT-BR-0126,Ora-pro-nóbis,,Pereskia aculeata,,,Climbing cactus,,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;leafy_green;medicinal;climber,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,127
BOT-BR-0127,Pariparoba,,Piper umbellatum,,,Herb,,,biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,128
BOT-BR-0128,Pata-de-vaca,,Bauhinia forficata,,,Tree / shrub,,,biome_tags=Atlantic_Forest|Cerrado|Highland|South_Subtropical; biome_basis=atlantic_forest|cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,129
BOT-BR-0129,Patauá,seje palm,Oenocarpus bataua,,,Palm,TRUE,FALSE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,medium,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Oenocarpus%20bataua,https://powo.science.kew.org/results?q=Oenocarpus%20bataua,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/patau%C3%A1,4,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,130
BOT-BR-0130,Pau-brasil,Brazilwood,Paubrasilia echinata,,,Tree,TRUE,FALSE,biome_tags=Atlantic_Forest|Coastal_Restinga; biome_basis=atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,structural,low (native),FALSE,18.0,34.0,medium,low,TRUE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Paubrasilia%20echinata,https://powo.science.kew.org/results?q=Paubrasilia%20echinata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/pau-brasil,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,131
BOT-BR-0131,Pau-rosa,,Aniba rosaeodora,,,Tree,,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,EN,,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia,https://floradobrasil.jbrj.gov.br/consulta/,https://www.iucnredlist.org/search?query=Aniba%20rosaeodora&searchType=species,,,Botanicals_Master,132
BOT-BR-0132,Pequi,pequi,Caryocar brasiliense,,,Tree,TRUE,TRUE,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Caryocar%20brasiliense,https://powo.science.kew.org/results?q=Caryocar%20brasiliense,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/pequi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,133
BOT-BR-0133,Pimenta-rosa,,Schinus terebinthifolia,,,Tree / shrub,,,biome_tags=Atlantic_Forest|Coastal_Restinga|South_Subtropical; biome_basis=atlantic_forest|coastal_restinga|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,134
BOT-BR-0134,Piquiá,,Caryocar villosum,,,Tree,,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,135
BOT-BR-0135,Pitanga,Surinam cherry,Eugenia uniflora,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado|Coastal_Restinga|South_Subtropical; biome_basis=atlantic_forest|cerrado|coastal_restinga|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Eugenia%20uniflora,https://powo.science.kew.org/results?q=Eugenia%20uniflora,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/pitanga,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,136
BOT-BR-0136,Pitomba,,Talisia esculenta,,,Tree,,,biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,137
BOT-BR-0137,Pupunha,peach palm,Bactris gasipaes,,,Palm,TRUE,FALSE,biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;root_crop;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Bactris%20gasipaes,https://powo.science.kew.org/results?q=Bactris%20gasipaes,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/pupunha,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,138
BOT-BR-0138,Quebra-pedra,,Phyllanthus niruri,,,Herb,,,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,139
BOT-BR-0139,Sucupira,,Pterodon emarginatus,,,Tree,,,biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,140
BOT-BR-0140,Taioba,,Xanthosoma taioba,,,Herb,,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;leafy_green;medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,141
BOT-BR-0141,Tucumã,tucumã palm,Astrocaryum aculeatum,,,Palm,TRUE,FALSE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,medium,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Astrocaryum%20aculeatum,https://powo.science.kew.org/results?q=Astrocaryum%20aculeatum,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/tucum%C3%A3,4,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,142
BOT-BR-0142,Umbu,umbu,Spondias tuberosa,,,Tree,TRUE,TRUE,biome_tags=Caatinga; biome_basis=caatinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Spondias%20tuberosa,https://powo.science.kew.org/results?q=Spondias%20tuberosa,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/umbu,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,143
BOT-BR-0143,Urucum,,Bixa orellana,,,Shrub / small tree,,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,144
BOT-BR-0144,Uvaia,uvaia,Eugenia pyriformis,,,Tree,TRUE,FALSE,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Eugenia%20pyriformis,https://powo.science.kew.org/results?q=Eugenia%20pyriformis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/uvaia,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,145
